Line Tag,Cluster Sequence
"<f66r.80,+P0>","[8, None, None, 8, None, None, None, None, 5]"
"<f66r.81,+P0>","[None, None, None, None, None]"
"<f66r.82,@Lx>","[None, 8, None, None]"
<f66v>,[]
"<f66v.1,@P0>","[None, None, None, None, 3, None, 2, None]"
"<f66v.2,+P0>","[None, None, None, None, None, None, 3, None, 8]"
"<f66v.3,+P0>","[None, 8, 8, None, None, None, 3, 0, None, None]"
"<f66v.4,+P0>","[None, 8, None, None, 8, None, 3, 9, None, 3]"
"<f66v.5,+P0>","[None, None, None, None, 3]"
"<f66v.6,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f66v.7,+P0>","[None, None, None, None, 9, None, None, None]"
"<f66v.8,+P0>","[None, None, None, None, None, None, None, 9]"
"<f66v.9,+P0>","[3, None, None, None, None, None, None, None]"
"<f66v.10,+P0>","[None, None, None, 8, 8, 8, 8, 9, 0, 3, 9]"
"<f66v.11,+P0>","[None, 8, None, 8, 8, 2, 0, 0, None, 9]"
"<f66v.12,+P0>","[None, None, None, 3, None, None, 9, 9, 3, None]"
"<f66v.13,+P0>","[None, None, 8, 5, None, None, None, 0]"
<f67r1>,[]
"<f67r1.1,@P0>","[None, None, None, 3, None, None, 7, 8, 8]"
"<f67r1.2,+P0>","[5, None, None, 3, None, None, None, None, None]"
"<f67r1.3,+P0>","[None, 8, 5, None, 8, None, 3, 8, None, 3, 8]"
"<f67r1.4,+P0>","[None, None, 8, 3, 3, 8, None, 5, None]"
"<f67r1.5,@Cc>","[3, None, None, None, 6, None, None, 0, None, None, 0, None, None, 3, None, None, None, None, 8, 8, None, 8, None, None, None, 8, 8, 5, None, None, 3, None, 3, 3, 3, 0, 2]"
"<f67r1.6,+Cc>","[5, 3, None, 3, 6, 3, 8, None, 8, None, 3, None, 0, None, 0, 5, 3, None, None, None, 8, None, None, 0, 8, 3, None, None, 6, None, 3, None, None, None, None, 5, 8, None, 3, 3]"
"<f67r1.7,+Cc>","[None, 8, None, None, None, None, None, 3, 5, None, None, 5, None, None, 8, None, None, None, None, None, None, 3, 3, 8, 0, None, None, None, None, None, 5, None]"
"<f67r1.8,@Ri>",[0]
"<f67r1.9,@Ri>",[0]
"<f67r1.10,@Ri>",[None]
"<f67r1.11,@Ri>","[None, 3]"
"<f67r1.12,@Ri>",[5]
"<f67r1.13,@Ri>","[None, 3]"
"<f67r1.14,@Ri>",[6]
"<f67r1.15,@Ri>",[None]
"<f67r1.16,@Ri>",[None]
"<f67r1.17,@Ri>","[None, 5]"
"<f67r1.18,@Ri>","[None, 3]"
"<f67r1.19,@Ri>",[3]
<f67r2>,[]
"<f67r2.1,@L0>","[None, 8, 5]"
"<f67r2.2,&L0>","[None, 6, None]"
"<f67r2.3,&L0>","[None, None, 8]"
"<f67r2.4,&L0>","[None, 3]"
"<f67r2.5,&L0>","[None, None]"
"<f67r2.6,&L0>",[None]
"<f67r2.7,&L0>","[None, None, None]"
"<f67r2.8,&L0>",[None]
"<f67r2.9,&L0>","[2, 2]"
"<f67r2.10,&L0>","[None, 8]"
"<f67r2.11,&L0>","[None, None, None]"
"<f67r2.12,&L0>","[None, None]"
"<f67r2.13,@Pb>","[None, 8, 3, 3]"
"<f67r2.14,+Pb>","[None, 5, 6]"
"<f67r2.15,+L0>",[None]
"<f67r2.16,@Pb>","[6, None, None, 8]"
"<f67r2.17,+Pb>","[None, 5, 8]"
"<f67r2.18,+Pb>","[None, 8, 3]"
"<f67r2.19,@Pb>","[None, 3, 3, 8]"
"<f67r2.20,+Pb>","[None, 3]"
"<f67r2.21,+Pb>","[5, 8, 3]"
"<f67r2.22,+L0>",[9]
"<f67r2.23,@Pb>","[None, 3]"
"<f67r2.24,+Pb>","[5, 3, 3]"
"<f67r2.25,+Pb>",[5]
"<f67r2.26,@Pb>","[None, 2, 2]"
"<f67r2.27,+Pb>","[None, 8, 8]"
"<f67r2.28,+L0>","[8, 8]"
"<f67r2.29,@Pb>","[2, 8]"
"<f67r2.30,+Pb>","[None, 6]"
"<f67r2.31,+L0>",[None]
"<f67r2.32,@Pb>","[5, 6, 3, 3]"
"<f67r2.33,+Pb>","[3, None, 6]"
"<f67r2.34,+L0>","[3, None]"
"<f67r2.35,@Pb>","[None, 3, 9]"
"<f67r2.36,+Pb>","[2, 8, 8]"
"<f67r2.37,+L0>",[2]
"<f67r2.38,@Pb>","[0, None]"
"<f67r2.39,+Pb>","[8, None, 8]"
"<f67r2.40,+Pb>","[None, 6, 3]"
"<f67r2.41,@Pb>","[None, None]"
"<f67r2.42,+Pb>","[None, None, None]"
"<f67r2.43,+Pb>","[8, 8, 3, None]"
"<f67r2.44,@Pb>","[8, None, 8]"
"<f67r2.45,+Pb>","[None, None, 6]"
"<f67r2.46,+Pb>","[None, 3]"
"<f67r2.47,+L0>",[2]
"<f67r2.48,@Pb>","[5, 8, 8]"
"<f67r2.49,+Pb>","[None, 8]"
"<f67r2.50,+Pb>","[None, 5]"
"<f67r2.51,+Pb>",[3]
"<f67r2.52,@Ls>",[None]
"<f67r2.53,&Ls>",[None]
"<f67r2.54,&Ls>",[2]
"<f67r2.55,&Ls>",[2]
"<f67r2.56,&Ls>","[8, 8]"
"<f67r2.57,&Ls>",[0]
"<f67r2.58,&Ls>","[None, 3]"
"<f67r2.59,&Ls>",[None]
"<f67r2.60,&Ls>",[None]
"<f67r2.61,&Ls>",[2]
"<f67r2.62,&Ls>",[0]
"<f67r2.63,&Ls>",[9]
"<f67r2.64,@L0>","[8, 3]"
"<f67r2.65,&L0>",[None]
"<f67r2.66,&L0>",[None]
"<f67r2.67,&L0>",[0]
"<f67r2.68,&L0>",[None]
"<f67r2.69,&L0>","[8, None]"
"<f67r2.70,&L0>",[6]
"<f67r2.71,&L0>",[5]
"<f67r2.72,@P0>","[3, 3, 3, None, 3, None, 2, 2, 3, None, 6, None]"
"<f67r2.73,+P0>","[None, 8, None, None, None, None, None, 8, 9, 3, 6]"
"<f67r2.74,+P0>","[None, None, None, None, None, None, 8, None, None, 6, 3, 3, 3]"
<f67v2>,[]
"<f67v2.1,@La>",[None]
"<f67v2.2,@La>",[0]
"<f67v2.3,@Pb>","[8, 8, 3, 8, 0, 5, 3]"
"<f67v2.4,+Pb>","[8, None, 3, 9]"
"<f67v2.5,@Pb>","[None, None, 5]"
"<f67v2.6,+Pb>","[2, None, 8]"
"<f67v2.7,@Pb>","[3, 5, 5, 8]"
"<f67v2.8,+Pb>","[3, None, 3, 3]"
"<f67v2.9,@Pb>","[None, None, 3, 9]"
"<f67v2.10,+Pb>","[9, 6, 6, 5, 6]"
"<f67v2.11,@Ro>","[None, None]"
"<f67v2.12,@Ri>","[None, 5]"
"<f67v2.13,@Ro>","[None, None]"
"<f67v2.14,@Ri>","[6, 2, None]"
"<f67v2.15,@Ro>","[8, None, 9]"
"<f67v2.16,@Ri>","[8, None, 6]"
"<f67v2.17,@Ro>","[None, None]"
"<f67v2.18,@Ri>","[None, None]"
"<f67v2.19,@La>","[8, 5]"
"<f67v2.20,+La>","[3, 9]"
"<f67v2.21,@La>",[8]
"<f67v2.22,@La>",[None]
<f67v1>,[]
"<f67v1.1,@L0>",[5]
"<f67v1.2,&L0>",[5]
"<f67v1.3,&L0>","[9, 3]"
"<f67v1.4,&L0>","[3, None]"
"<f67v1.5,&L0>","[9, 3]"
"<f67v1.6,&L0>",[None]
"<f67v1.7,&L0>",[None]
"<f67v1.8,&L0>",[None]
"<f67v1.9,&L0>",[None]
"<f67v1.10,&L0>",[None]
"<f67v1.11,&L0>",[None]
"<f67v1.12,&L0>",[6]
"<f67v1.13,@Ro>","[None, 8, None, 3]"
"<f67v1.14,@Ro>","[None, None, None]"
"<f67v1.15,@Ro>","[None, None]"
"<f67v1.16,@Ro>","[None, None]"
"<f67v1.17,@Ro>","[None, None, 5, None]"
"<f67v1.18,@Ro>","[None, None, 9]"
"<f67v1.19,@Ro>","[None, None, None, 8]"
"<f67v1.20,@Ro>","[None, None, None, None]"
"<f67v1.21,@Ro>","[None, None, 8, None, 0]"
"<f67v1.22,@Ro>","[None, None, None, None]"
"<f67v1.23,@Ro>","[None, None, None, 8]"
"<f67v1.24,@Ro>","[None, None, None]"
"<f67v1.25,@Ro>","[8, None, None, 5]"
"<f67v1.26,@Ro>","[None, None, None]"
"<f67v1.27,@Ro>","[None, 5, 5]"
"<f67v1.28,@Ro>","[None, 8, 5]"
"<f67v1.29,@Ro>","[6, 3]"
<f68r1>,[]
"<f68r1.1,@P0>","[None, None, None, None, None, None, 0, None, None]"
"<f68r1.2,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f68r1.3,+P0>","[2, None, None, None, None, 8, None, 5]"
"<f68r1.4,+P0>","[None, 9]"
"<f68r1.5,@Pb>",[2]
"<f68r1.6,+Pb>",[3]
"<f68r1.7,+Pb>",[None]
"<f68r1.8,@Ls>",[9]
"<f68r1.9,@Ls>",[None]
"<f68r1.10,@Ls>",[None]
"<f68r1.11,@Ls>",[9]
"<f68r1.12,@Ls>",[None]
"<f68r1.13,@Ls>",[None]
"<f68r1.14,@Ls>",[None]
"<f68r1.15,@Ls>",[0]
"<f68r1.16,@Ls>",[None]
"<f68r1.17,@Ls>",[None]
"<f68r1.18,@Ls>",[None]
"<f68r1.19,@Ls>",[0]
"<f68r1.20,@Ls>",[6]
"<f68r1.21,@Ls>",[None]
"<f68r1.22,@Ls>",[None]
"<f68r1.23,@Ls>",[None]
"<f68r1.24,@Ls>",[None]
"<f68r1.25,@Ls>",[0]
"<f68r1.26,@Ls>",[0]
"<f68r1.27,@Ls>",[6]
"<f68r1.28,@Ls>",[9]
"<f68r1.29,@Ls>",[None]
"<f68r1.30,@Ls>",[None]
"<f68r1.31,@Ls>",[None]
"<f68r1.32,@Ls>",[None]
"<f68r1.33,@Ls>",[None]
"<f68r1.34,@Ls>",[8]
"<f68r1.35,@Ls>",[None]
"<f68r1.36,@Ls>",[None]
"<f68r1.37,@Cc>","[8, None, 8, None, 8]"
<f68r2>,[]
"<f68r2.1,@P0>","[None, None, None, None, None, None, None, None]"
"<f68r2.2,+P0>","[None, None, None, None, None, None, None, 5]"
"<f68r2.3,+P0>","[None, None, None, 9, None, None, None]"
"<f68r2.4,+P0>","[None, None, None, None, None, None, None, None]"
"<f68r2.5,+P0>","[None, None, 5, None, None]"
"<f68r2.6,@Cc>","[None, 8, 8, 9, None, None, None, None]"
"<f68r2.7,@Ls>",[None]
"<f68r2.8,@Ls>",[None]
"<f68r2.9,@Ls>",[6]
"<f68r2.10,@Ls>",[None]
"<f68r2.11,@Ls>",[None]
"<f68r2.12,@Ls>",[None]
"<f68r2.13,@Ls>",[5]
"<f68r2.14,@Ls>",[None]
"<f68r2.15,@Ls>",[None]
"<f68r2.16,@Ls>",[None]
"<f68r2.17,@Ls>",[None]
"<f68r2.18,@Ls>",[None]
"<f68r2.19,@Ls>",[None]
"<f68r2.20,@Ls>",[None]
"<f68r2.21,@Ls>",[None]
"<f68r2.22,@Ls>",[None]
"<f68r2.23,@Ls>",[None]
"<f68r2.24,@Ls>",[None]
"<f68r2.25,@Ls>","[6, None]"
"<f68r2.26,@Ls>",[None]
"<f68r2.27,@Ls>",[None]
"<f68r2.28,@Ls>",[None]
"<f68r2.29,@Ls>",[None]
"<f68r2.30,@Ls>",[None]
"<f68r2.31,@Cc>","[None, 8, 9, 8, None, 8, None, None, None, 3, 8]"
<f68r3>,[]
"<f68r3.1,@Cc>","[None, None, None, None, None, None, None, None, None, 3, None, None, None, None, None, None, 8, None, None, None, None, None, None, 8, 3, None, None, None, None, None, None, None, None, None, 8, None, None]"
"<f68r3.2,@Ri>","[None, None, None, None]"
"<f68r3.3,@Ri>","[None, None, None, 8, 9]"
"<f68r3.4,@Ri>","[None, 5, None, None]"
"<f68r3.5,@Ri>","[None, None, None, None, None]"
"<f68r3.6,@Ri>","[None, None, None, None, None]"
"<f68r3.7,@Ri>","[None, None, None, 3]"
"<f68r3.8,@Ri>","[None, None, 8, None, None]"
"<f68r3.9,@Ri>","[None, None, None, 5, None]"
"<f68r3.10,@Ls>",[None]
"<f68r3.11,@Ls>",[3]
"<f68r3.12,@La>",[None]
"<f68r3.13,@Ls>",[9]
"<f68r3.14,=Ls>",[0]
"<f68r3.15,@Ls>","[None, 2]"
"<f68r3.16,+Ls>","[7, None]"
"<f68r3.17,+Ls>",[None]
"<f68r3.18,@Ls>","[8, None]"
"<f68r3.19,+Ls>",[0]
"<f68r3.20,=Ls>",[8]
"<f68r3.21,*Ls>",[None]
"<f68r3.22,@Cc>","[None, None, 9, None, 3, None, None, 8, None, 6]"
<f68v3>,[]
"<f68v3.1,@P0>","[None, None, 5, None, None, None, None, 8, None, None, None, None, None, None]"
"<f68v3.2,+P0>","[None, None, None, None, None, None, None, 8, None, None, 5, None, None, 0]"
"<f68v3.3,+P0>","[None, None, 3, None, None, 8, 3, 5, None, 8, None, 5]"
"<f68v3.4,+P0>","[None, None, None]"
"<f68v3.5,@Cc>","[8, 0, None, None, None, None, 8, 3, 6, None, 3, None, 5, None, None, 3, None, 2, None, 8, 6, 8, None, 2, 8, 8, None, 0, None, 0, 3, None, 0, None, 5, 3, None, None, 8, None, None, 6, 9, None, 8, None, None, None, None, None, None, None]"
"<f68v3.6,@Ri>","[None, None, None, None, None, None, 8, None]"
"<f68v3.7,@Ri>","[8, 3, None, None, None]"
"<f68v3.8,@Ri>","[None, None, None, None, None, None, 8, 9]"
"<f68v3.9,@Ri>","[None, None, None, 9]"
"<f68v3.10,@Ri>","[None, None, None, None, 9, None]"
"<f68v3.11,@Ri>","[None, 9, None, None]"
"<f68v3.12,@Ri>","[None, None, None, None, None, 5]"
"<f68v3.13,@Ri>","[5, 6, None, None]"
"<f68v3.14,@Cc>","[9, None, 9, None, None, 6, 2, 0, 8, 5, None, None, None]"
"<f68v3.15,@L0>",[0]
"<f68v3.16,=L0>",[None]
"<f68v3.17,@Pb>","[3, None, 3, 3]"
"<f68v3.18,+Pb>","[8, None, None, 8]"
"<f68v3.19,+Pb>","[None, None, 3]"
<f68v2>,[]
"<f68v2.1,@P0>","[None, None, None, None, None, None, None, None]"
"<f68v2.2,+P0>","[None, None, None, None, None, 3, 8, None, 3]"
"<f68v2.3,+P0>","[None, None, None, 8, None, None, None, None, 8]"
"<f68v2.4,+P0>","[None, None, None, None, None, None, None, None, None]"
"<f68v2.5,+P0>","[None, None, None, None, None, None, 5, None]"
"<f68v2.6,@Cc>","[None, None, None, None, None, 8, None, None, None, 8, None, None, None, None, None, None, None, None, None, None, 8, None, 5, None, 3, None, None, None, None, 3, None, None, 3]"
"<f68v2.7,@Ro>","[None, 3]"
"<f68v2.8,@Ro>","[None, 3]"
"<f68v2.9,@Ro>","[None, 3, None]"
"<f68v2.10,@Ro>","[None, None]"
"<f68v2.11,@Ro>","[None, 5]"
"<f68v2.12,@Ro>","[None, None]"
"<f68v2.13,@Ro>","[None, None]"
"<f68v2.14,@Ro>","[None, None]"
"<f68v2.15,@Ro>","[6, None, 8]"
"<f68v2.16,@Ro>","[None, 8]"
"<f68v2.17,@Ro>","[None, None]"
"<f68v2.18,@Ro>","[None, 3]"
<f68v1>,[]
"<f68v1.1,@Cc>","[None, 6, None, None, None, None, None, None, None, None, 5, 6, None, 8, None, None, None, None, None, 8, None, None, None, None, 0, None, None, None, 8, 8, None, None, 5, None, None, 3, 8, None]"
"<f68v1.2,@Cc>","[None, 8, None, 8, None, None, None, None, None, None, None, None, None, 8, None, 8, 6, 8, None, None, None, 8, None, None, None, None, None, None, None, None, None, None, 8, 3, None, None, 6]"
"<f68v1.3,@Ro>","[5, None, 8]"
"<f68v1.4,@Ro>","[5, None]"
"<f68v1.5,@Ro>","[None, 5]"
"<f68v1.6,@Ro>",[None]
"<f68v1.7,@Ro>","[0, None, 0]"
"<f68v1.8,@Ro>","[None, None, None]"
"<f68v1.9,@Ro>","[3, None, None]"
"<f68v1.10,@Ro>","[None, 5]"
<f69r>,[]
"<f69r.1,@P0>","[None, None, 8, None, None, None, 6, 0, 0, 3]"
"<f69r.2,+P0>","[8, None, 8, None, None, None, None, None, 0, None]"
"<f69r.3,+P0>","[None, 3, None, 9, None, 2, None, None]"
"<f69r.4,+P0>","[None, None, 0, None, 2, None, None]"
"<f69r.5,@L0>","[None, None, None]"
"<f69r.6,&L0>","[3, 6, None]"
"<f69r.7,&L0>","[0, 3, None]"
"<f69r.8,&L0>","[None, None]"
"<f69r.9,&L0>","[None, 3]"
"<f69r.10,&L0>","[2, 3, 3]"
"<f69r.11,&L0>","[None, None]"
"<f69r.12,&L0>","[2, None]"
"<f69r.13,&L0>","[None, None]"
"<f69r.14,&L0>","[5, 3, None, None]"
"<f69r.15,&L0>","[9, 3, 3]"
"<f69r.16,&L0>","[None, 3]"
"<f69r.17,&L0>","[None, 5]"
"<f69r.18,&L0>","[5, 8]"
"<f69r.19,&L0>","[3, 0]"
"<f69r.20,&L0>",[None]
"<f69r.21,@Ro>","[None, None]"
"<f69r.22,@Ro>","[None, None, None]"
"<f69r.23,@Ro>","[None, None]"
"<f69r.24,@Ro>","[None, 5, 3]"
"<f69r.25,@Ro>","[None, 3, 8]"
"<f69r.26,@Ro>","[8, 3, 3, None]"
"<f69r.27,@Ro>","[None, None, 3]"
"<f69r.28,@Ro>","[None, 0]"
"<f69r.29,@Ro>","[3, 3, 3]"
"<f69r.30,@Ro>","[None, 8, 3]"
"<f69r.31,@Ro>","[None, 3, None]"
"<f69r.32,@Ro>","[5, None, 5]"
"<f69r.33,@Ro>","[None, 3, 8, 3]"
"<f69r.34,@Ro>","[3, 5, None]"
"<f69r.35,@Ro>","[None, 3, 3]"
"<f69r.36,@Ro>","[None, 9, 3]"
"<f69r.37,@Ro>","[None, None]"
"<f69r.38,@Ro>","[None, 3, None, 3]"
"<f69r.39,@Ro>","[5, 3, 8, None]"
"<f69r.40,@Ro>","[8, None, 3]"
"<f69r.41,@Ro>","[None, None]"
"<f69r.42,@Ro>","[None, None, 8]"
"<f69r.43,@Cc>","[None, None, None, None, None, None, None, None, 3]"
"<f69r.44,@L0>",[8]
"<f69r.45,@L0>",[8]
"<f69r.46,@L0>",[8]
"<f69r.47,@L0>",[3]
"<f69r.48,@L0>",[8]
"<f69r.49,@L0>",[None]
<f69v>,[]
"<f69v.1,@Cc>","[5, None, 0, 3, 3, None, 9, None, 3, None, None, None, None, None, None, 5, None, 8, None, None, 8, None, None, None, 8, 8, None, 8, 8, 8, None, None, 2, 6, 0, None, 3, 8, 7, None, None, None]"
"<f69v.2,@Cc>","[2, None, 2, 3, 2, None, None, None, None, None, 6, None, None, 5, 5, None, None, None, None, 2, None, None, 8, 8, None, 2, 6, None, None, 3, 8, None, None, None, None]"
"<f69v.3,@Cc>","[3, 0, 5, 8, None, 0, None, None, None, None, None, None, None, 3, 3, None, 2, None, 0, None, None, 5, None, 5, None, 8, 3, None, None]"
"<f69v.4,@Ri>","[None, 3]"
"<f69v.5,@Ri>","[None, 8]"
"<f69v.6,@Ri>",[None]
"<f69v.7,@Ri>",[None]
"<f69v.8,@Ri>",[2]
"<f69v.9,@Ri>",[None]
"<f69v.10,@Ri>",[2]
"<f69v.11,@Ri>",[8]
"<f69v.12,@Ri>",[0]
"<f69v.13,@Ri>",[None]
"<f69v.14,@Ri>",[None]
"<f69v.15,@Ri>",[None]
"<f69v.16,@Ri>",[None]
"<f69v.17,@Ri>",[None]
"<f69v.18,@Ri>",[None]
"<f69v.19,@Ri>",[3]
"<f69v.20,@Ri>",[5]
"<f69v.21,@Ri>",[9]
"<f69v.22,@Ri>",[None]
"<f69v.23,@Ri>",[8]
"<f69v.24,@Ri>",[None]
"<f69v.25,@Ri>","[None, 8]"
"<f69v.26,@Ri>","[None, 8]"
"<f69v.27,@Ri>",[None]
"<f69v.28,@Ri>",[None]
"<f69v.29,@Ri>",[None]
"<f69v.30,@Ri>",[None]
"<f69v.31,@Ri>","[6, 3]"
<f70r1>,[]
"<f70r1.1,@Cc>","[8, 5]"
"<f70r1.2,@Cc>","[None, None, 5, 9, None, 3, None, None, None, None, None, None, None, 5, 8, None, None, None, None, None, None, 0, None, None, None, None, None, None, None, None, 3]"
"<f70r1.3,+Cc>","[None, None, None, None, None, 2, 2, None, None, 2, None, None, None, None, 6, None, 0, 3, None, None, 3, None, None, None, 9, None, 3, None, 3, 3, 3, 9, 8]"
"<f70r1.4,@Ri>",[None]
"<f70r1.5,@Ri>","[None, 3]"
"<f70r1.6,@Ri>","[None, 3, 2]"
"<f70r1.7,@Ri>","[6, None]"
"<f70r1.8,@Ri>","[None, 8]"
"<f70r1.9,@Ri>",[0]
"<f70r1.10,@Ri>","[None, 5]"
"<f70r1.11,@Ri>","[None, 5]"
"<f70r1.12,@Ri>",[None]
"<f70r1.13,@Cc>","[None, 6, None, None, 3, None, None, 8, 0, 3, None, None, None, None]"
"<f70r1.14,@Ri>",[None]
"<f70r1.15,@Ri>",[None]
"<f70r1.16,@Ri>",[0]
"<f70r1.17,@Ri>",[2]
"<f70r1.18,@Ri>",[None]
"<f70r1.19,@Ri>",[9]
<f70r2>,[]
"<f70r2.1,@P1>","[None, None, None, None, 3, 8, 3, None, None, 5]"
"<f70r2.2,+P1>","[5, None, None, None, 8, None, 3, None]"
"<f70r2.3,+P1>","[None, 8, 8, 3, None, None, None, None, 5, None]"
"<f70r2.4,+P1>","[8, None, None, None, 0, None, 3, 8]"
"<f70r2.5,+P1>","[3, None, 3, None, None, 3, None, 3]"
"<f70r2.6,+P1>","[2, 3, 8, 8, 3, None, 2, 0, 3]"
"<f70r2.7,+P1>","[8, 8, None, 3, None, None, 8]"
"<f70r2.8,+P1>","[2, 8, 5, 3, None, 6]"
"<f70r2.9,+P1>","[None, None, None, None, 3]"
"<f70r2.10,+P1>","[None, None, None, 8, None, 8]"
"<f70r2.11,+P1>","[8, None, None, None, None]"
"<f70r2.12,+P1>","[None, None, 3, None, None, None]"
"<f70r2.13,+P1>","[None, None, 9, None, None, None]"
"<f70r2.14,+P1>","[8, None, 8, 8, 3]"
"<f70r2.15,@Cc>","[5, 3, 8, None, None, None, None, None, None, 8, None, None, 3, 5, 8, None, None, 3, None, 5, None, None, None, 3, None, 0, None, 5, None, None, None, 3, None, 8, 3, 3]"
"<f70r2.16,+Cc>","[0, 3, None, 6, 3, 3, None, None, 3, None, None, 5, 3, None, None, 8, None, 8, 5, 5, None, None, None, None, None, None, None, None, None, None, None, 8, None, None]"
"<f70r2.17,+Cc>","[None, 3, None, None, None, None, None, 2, None, 8, None, None, 3, 3, None, None, None, 3, None, None, 3, 3, None, 6, None, None, None, 9, None, 0, 3, 3]"
"<f70r2.18,+Cc>","[0, 3, None, None, None, None, None, None, None, None, None, None, 8, 3, 8, 3, None, None, 3, 5, 8, None, 8, None, 3, None, 8, 3, 3, None, None, 3]"
"<f70r2.19,@Cc>","[None, None, None, 5, 6, None, None, None, None]"
<f70v2>,[]
"<f70v2.1,@Cc>","[None, 3, None, None, None, None, None, None, None, None, None, 5, 8, None, None, None, None, 8, None, None, 8, None, None, None, None, None, 3, None, None, None, 8, None, None, 8, 6, 0, None, 8, 5, None, 0, None]"
"<f70v2.2,@Lz>",[0]
"<f70v2.3,&Lz>",[9]
"<f70v2.4,&Lz>",[0]
"<f70v2.5,&Lz>",[0]
"<f70v2.6,&Lz>","[8, 8]"
"<f70v2.7,&Lz>","[0, 3]"
"<f70v2.8,&Lz>",[9]
"<f70v2.9,&Lz>",[0]
"<f70v2.10,&Lz>",[0]
"<f70v2.11,&Lz>",[0]
"<f70v2.12,&Lz>",[8]
"<f70v2.13,&Lz>",[6]
"<f70v2.14,&Lz>",[None]
"<f70v2.15,&Lz>",[0]
"<f70v2.16,&Lz>","[0, 5]"
"<f70v2.17,&Lz>",[0]
"<f70v2.18,&Lz>",[None]
"<f70v2.19,&Lz>",[8]
"<f70v2.20,&Lz>",[None]
"<f70v2.21,@Cc>","[5, 0, 8, 5, 0, None, None, 5, None, 8, None, None, None, None, None, None, 3, 8, 5, None, None, None, 3, None, None, None, None, None, None, None, 2, 5, 3]"
"<f70v2.22,@Lz>","[5, 8]"
"<f70v2.23,&Lz>",[0]
"<f70v2.24,&Lz>",[0]
"<f70v2.25,&Lz>",[0]
"<f70v2.26,&Lz>",[3]
"<f70v2.27,&Lz>",[9]
"<f70v2.28,&Lz>",[None]
"<f70v2.29,&Lz>",[3]
"<f70v2.30,&Lz>",[9]
"<f70v2.31,&Lz>",[2]
"<f70v2.32,@Cc>","[0, 3, None, 5, 0, 3, None, None, 8, None, 3, 3, 0, 3, None, None, None, None, 8, 5]"
"<f70v2.33,@Lz>",[0]
<f70v1>,[]
"<f70v1.1,@Cc>","[5, None, None, None, 8, 0, None, 8, 3, None, None, None, 5, None, 3, None, None, None, None, 8, None, None, 3, None, None, None, None, None, None, 0, None, 3, 3, 3, 3, None]"
"<f70v1.2,@Lz>","[None, 3, 8, 8]"
"<f70v1.3,&Lz>","[None, 5]"
"<f70v1.4,&Lz>",[0]
"<f70v1.5,&Lz>",[9]
"<f70v1.6,&Lz>",[0]
"<f70v1.7,&Lz>",[None]
"<f70v1.8,&Lz>",[None]
"<f70v1.9,&Lz>",[None]
"<f70v1.10,&Lz>",[None]
"<f70v1.11,&Lz>","[0, None]"
"<f70v1.12,@Cc>","[8, None, 0, None, None, None, 6, 8, None, None, None, None, None, None, None, None, None, None, 3, None, 3]"
"<f70v1.13,@Lz>",[9]
"<f70v1.14,&Lz>",[0]
"<f70v1.15,&Lz>","[None, 3, 5]"
"<f70v1.16,&Lz>","[None, 0, None]"
"<f70v1.17,&Lz>","[None, 5]"
<f71r>,[]
"<f71r.1,@Cc>","[None, 8, None, 8, None, None, None, None, 0, 0, None, 2, 6, 8, None, None, None, None, 8, 8, None, 3, 3, 3, 0, 3, None, None, None, 0, None, 5, None, None, None]"
"<f71r.2,@Lz>","[None, 5]"
"<f71r.3,&Lz>",[9]
"<f71r.4,&Lz>",[None]
"<f71r.5,&Lz>",[None]
"<f71r.6,&Lz>",[None]
"<f71r.7,&Lz>",[None]
"<f71r.8,&Lz>",[0]
"<f71r.9,&Lz>",[None]
"<f71r.10,&Lz>","[None, 3]"
"<f71r.11,&Lz>",[0]
"<f71r.12,@Cc>","[None, None, None, None, None, 9, None, None, None, None, None, 8, None, None, None, None, 8, None, None, 3, None, None, None, 8]"
"<f71r.13,@Lz>",[None]
"<f71r.14,&Lz>",[0]
"<f71r.15,&Lz>",[None]
"<f71r.16,&Lz>",[None]
"<f71r.17,&Lz>","[0, 3]"
"<f71r.18,@Cc>","[None, 0, None, None, None, None, None, None, None, None]"
<f71v>,[]
"<f71v.1,@Cc>","[None, 3, None, None, None, 8, None, 3, 3, None, None, 8, None, None, None, None, None, None, None, None, 0, 9, None, None, 7, 3, 8, None, None, None, None, None, None, 8, 3, None, 9]"
"<f71v.2,@Lz>","[None, 5]"
"<f71v.3,&Lz>",[None]
"<f71v.4,&Lz>",[9]
"<f71v.5,&Lz>",[None]
"<f71v.6,&Lz>",[None]
"<f71v.7,&Lz>",[0]
"<f71v.8,&Lz>",[8]
"<f71v.9,&Lz>","[0, 5]"
"<f71v.10,&Lz>","[6, 8, 9]"
"<f71v.11,&Lz>","[6, 3]"
"<f71v.12,@Cc>","[None, None, 3, None, 8, 3, None, 3, 0, 0, 8, None, 3, None, None, None, None, 0, None, None, 3, 3, None, None, 9, 3, None, 0, 9, None]"
"<f71v.13,@Lz>",[3]
"<f71v.14,&Lz>",[0]
"<f71v.15,&Lz>",[0]
"<f71v.16,&Lz>","[0, None]"
"<f71v.17,&Lz>",[None]
"<f71v.18,@Cc>","[None, None, 0, None, 9, None, 8, None, 3, None, 9]"
<f72r1>,[]
